"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a logged in user
  I want to browse and interact with the product inventory
  So that I can find and add products to my cart","965","Adding multiple products updates the cart badge count","","Mon Apr 27 08:22:22 UTC 2026","passed","Mon Apr 27 08:22:23 UTC 2026","","Inventory page functionality","Adding multiple products updates the cart badge count",""
"  As a logged in user
  I want to manage items in my shopping cart
  So that I can review and proceed to purchase","963","User can remove a product from the cart","","Mon Apr 27 08:22:06 UTC 2026","passed","Mon Apr 27 08:22:07 UTC 2026","","Cart functionality","User can remove a product from the cart",""
"  As a logged in user
  I want to manage items in my shopping cart
  So that I can review and proceed to purchase","954","Cart displays checkout button","","Mon Apr 27 08:22:07 UTC 2026","passed","Mon Apr 27 08:22:08 UTC 2026","","Cart functionality","Cart displays checkout button",""
"","245","Successful registration returns an ID and token","","Mon Apr 27 08:22:01 UTC 2026","passed","Mon Apr 27 08:22:01 UTC 2026","","ReqRes API — Users and Authentication","Successful registration returns an ID and token",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","805","Problem user can log in successfully","","Mon Apr 27 08:22:27 UTC 2026","passed","Mon Apr 27 08:22:28 UTC 2026","","Login functionality","Problem user can log in successfully",""
"  As a logged in user with items in my cart
  I want to complete the checkout process
  So that I can place an order","1078","Checkout shows error when postal code is missing","","Mon Apr 27 08:22:13 UTC 2026","passed","Mon Apr 27 08:22:14 UTC 2026","","Checkout functionality","Checkout shows error when postal code is missing",""
"  As a logged in user
  I want to browse and interact with the product inventory
  So that I can find and add products to my cart","903","Adding a product updates the cart badge","","Mon Apr 27 08:22:21 UTC 2026","passed","Mon Apr 27 08:22:22 UTC 2026","","Inventory page functionality","Adding a product updates the cart badge",""
"  As a logged in user
  I want to browse and interact with the product inventory
  So that I can find and add products to my cart","896","Products can be sorted alphabetically ascending","","Mon Apr 27 08:22:17 UTC 2026","passed","Mon Apr 27 08:22:18 UTC 2026","","Inventory page functionality","Products can be sorted alphabetically ascending",""
"","445","Retrieve second page of users successfully","","Mon Apr 27 08:21:57 UTC 2026","passed","Mon Apr 27 08:21:58 UTC 2026","","ReqRes API — Users and Authentication","Retrieve second page of users successfully",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1139","User can log in after correcting invalid credentials","","Mon Apr 27 08:22:34 UTC 2026","passed","Mon Apr 27 08:22:36 UTC 2026","","Login functionality","User can log in after correcting invalid credentials",""
