"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a logged in user
  I want to browse and interact with the product inventory
  So that I can find and add products to my cart","960","Adding multiple products updates the cart badge count","","Thu May 14 08:36:27 UTC 2026","passed","Thu May 14 08:36:28 UTC 2026","","Inventory page functionality","Adding multiple products updates the cart badge count",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","811","Standard user can log in successfully","","Thu May 14 08:36:28 UTC 2026","passed","Thu May 14 08:36:28 UTC 2026","","Login functionality","Standard user can log in successfully",""
"  As a logged in user with items in my cart
  I want to complete the checkout process
  So that I can place an order","990","Checkout page is displayed after proceeding from cart","","Thu May 14 08:36:14 UTC 2026","passed","Thu May 14 08:36:15 UTC 2026","","Checkout functionality","Checkout page is displayed after proceeding from cart",""
"  As a logged in user with items in my cart
  I want to complete the checkout process
  So that I can place an order","1047","Checkout shows error when last name is missing","","Thu May 14 08:36:17 UTC 2026","passed","Thu May 14 08:36:18 UTC 2026","","Checkout functionality","Checkout shows error when last name is missing",""
"  As a logged in user with items in my cart
  I want to complete the checkout process
  So that I can place an order","1143","User can complete a full checkout","","Thu May 14 08:36:15 UTC 2026","passed","Thu May 14 08:36:16 UTC 2026","","Checkout functionality","User can complete a full checkout",""
"","148","Successful registration returns an ID and token","","Thu May 14 08:36:06 UTC 2026","passed","Thu May 14 08:36:06 UTC 2026","","ReqRes API — Users and Authentication","Successful registration returns an ID and token",""
"","134","Delete a user successfully","","Thu May 14 08:36:05 UTC 2026","passed","Thu May 14 08:36:05 UTC 2026","","ReqRes API — Users and Authentication","Delete a user successfully",""
"  As a logged in user
  I want to manage items in my shopping cart
  So that I can review and proceed to purchase","3000","User can navigate to the cart","","Thu May 14 08:36:06 UTC 2026","passed","Thu May 14 08:36:09 UTC 2026","","Cart functionality","User can navigate to the cart",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","5819","Performance glitch user can log in successfully","","Thu May 14 08:36:32 UTC 2026","passed","Thu May 14 08:36:38 UTC 2026","","Login functionality","Performance glitch user can log in successfully",""
"  As a logged in user
  I want to browse and interact with the product inventory
  So that I can find and add products to my cart","863","Adding a product updates the cart badge","","Thu May 14 08:36:26 UTC 2026","passed","Thu May 14 08:36:27 UTC 2026","","Inventory page functionality","Adding a product updates the cart badge",""
"  As a logged in user
  I want to manage items in my shopping cart
  So that I can review and proceed to purchase","973","User can remove a product from the cart","","Thu May 14 08:36:11 UTC 2026","passed","Thu May 14 08:36:12 UTC 2026","","Cart functionality","User can remove a product from the cart",""
"  As a logged in user
  I want to browse and interact with the product inventory
  So that I can find and add products to my cart","877","Products can be sorted by price high to low","","Thu May 14 08:36:25 UTC 2026","passed","Thu May 14 08:36:26 UTC 2026","","Inventory page functionality","Products can be sorted by price high to low",""
"  As a logged in user
  I want to browse and interact with the product inventory
  So that I can find and add products to my cart","895","Products can be sorted alphabetically ascending","","Thu May 14 08:36:22 UTC 2026","passed","Thu May 14 08:36:23 UTC 2026","","Inventory page functionality","Products can be sorted alphabetically ascending",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","747","Locked out user cannot log in","","Thu May 14 08:36:29 UTC 2026","passed","Thu May 14 08:36:30 UTC 2026","","Login functionality","Locked out user cannot log in",""
"  As a logged in user
  I want to browse and interact with the product inventory
  So that I can find and add products to my cart","797","Inventory page displays correct number of products","","Thu May 14 08:36:22 UTC 2026","passed","Thu May 14 08:36:22 UTC 2026","","Inventory page functionality","Inventory page displays correct number of products",""
"  As a logged in user
  I want to browse and interact with the product inventory
  So that I can find and add products to my cart","882","Products can be sorted alphabetically descending","","Thu May 14 08:36:23 UTC 2026","passed","Thu May 14 08:36:24 UTC 2026","","Inventory page functionality","Products can be sorted alphabetically descending",""
"","3303","Retrieve first page of users successfully","","Thu May 14 08:36:01 UTC 2026","passed","Thu May 14 08:36:04 UTC 2026","","ReqRes API — Users and Authentication","Retrieve first page of users successfully",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","972","User can log in after correcting invalid credentials","","Thu May 14 08:36:39 UTC 2026","passed","Thu May 14 08:36:40 UTC 2026","","Login functionality","User can log in after correcting invalid credentials",""
"  As a logged in user with items in my cart
  I want to complete the checkout process
  So that I can place an order","1077","Overview page displays correct order summary","","Thu May 14 08:36:19 UTC 2026","passed","Thu May 14 08:36:20 UTC 2026","","Checkout functionality","Overview page displays correct order summary",""
"  As a logged in user
  I want to manage items in my shopping cart
  So that I can review and proceed to purchase","1073","User can continue shopping from cart","","Thu May 14 08:36:13 UTC 2026","passed","Thu May 14 08:36:14 UTC 2026","","Cart functionality","User can continue shopping from cart",""
"  As a logged in user
  I want to manage items in my shopping cart
  So that I can review and proceed to purchase","965","Added product appears in cart","","Thu May 14 08:36:09 UTC 2026","passed","Thu May 14 08:36:10 UTC 2026","","Cart functionality","Added product appears in cart",""
"","171","Update an existing user successfully","","Thu May 14 08:36:05 UTC 2026","passed","Thu May 14 08:36:05 UTC 2026","","ReqRes API — Users and Authentication","Update an existing user successfully",""
"  As a logged in user with items in my cart
  I want to complete the checkout process
  So that I can place an order","1047","Checkout shows error when postal code is missing","","Thu May 14 08:36:18 UTC 2026","passed","Thu May 14 08:36:19 UTC 2026","","Checkout functionality","Checkout shows error when postal code is missing",""
"  As a logged in user with items in my cart
  I want to complete the checkout process
  So that I can place an order","1178","User can navigate back to products after completing order","","Thu May 14 08:36:20 UTC 2026","passed","Thu May 14 08:36:21 UTC 2026","","Checkout functionality","User can navigate back to products after completing order",""
"","271","Retrieve second page of users successfully","","Thu May 14 08:36:04 UTC 2026","passed","Thu May 14 08:36:04 UTC 2026","","ReqRes API — Users and Authentication","Retrieve second page of users successfully",""
"","174","Create a user with different attributes","","Thu May 14 08:36:05 UTC 2026","passed","Thu May 14 08:36:05 UTC 2026","","ReqRes API — Users and Authentication","Create a user with different attributes",""
"  As a logged in user with items in my cart
  I want to complete the checkout process
  So that I can place an order","1112","Checkout shows error when first name is missing","","Thu May 14 08:36:16 UTC 2026","passed","Thu May 14 08:36:17 UTC 2026","","Checkout functionality","Checkout shows error when first name is missing",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","815","Problem user can log in successfully","","Thu May 14 08:36:32 UTC 2026","passed","Thu May 14 08:36:32 UTC 2026","","Login functionality","Problem user can log in successfully",""
