"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","255","Create a new user successfully","","Sat May 16 08:02:01 UTC 2026","passed","Sat May 16 08:02:01 UTC 2026","","ReqRes API — Users and Authentication","Create a new user successfully",""
"  As a logged in user with items in my cart
  I want to complete the checkout process
  So that I can place an order","1212","User can navigate back to products after completing order","","Sat May 16 08:02:17 UTC 2026","passed","Sat May 16 08:02:18 UTC 2026","","Checkout functionality","User can navigate back to products after completing order",""
"  As a logged in user with items in my cart
  I want to complete the checkout process
  So that I can place an order","1108","Overview page displays correct order summary","","Sat May 16 08:02:15 UTC 2026","passed","Sat May 16 08:02:17 UTC 2026","","Checkout functionality","Overview page displays correct order summary",""
"  As a logged in user
  I want to manage items in my shopping cart
  So that I can review and proceed to purchase","1029","User can remove a product from the cart","","Sat May 16 08:02:07 UTC 2026","passed","Sat May 16 08:02:08 UTC 2026","","Cart functionality","User can remove a product from the cart",""
"","206","Successful login returns a token","","Sat May 16 08:02:02 UTC 2026","passed","Sat May 16 08:02:02 UTC 2026","","ReqRes API — Users and Authentication","Successful login returns a token",""
"  As a logged in user with items in my cart
  I want to complete the checkout process
  So that I can place an order","1121","Checkout shows error when last name is missing","","Sat May 16 08:02:13 UTC 2026","passed","Sat May 16 08:02:14 UTC 2026","","Checkout functionality","Checkout shows error when last name is missing",""
"","127","Retrieve a single user by ID successfully","","Sat May 16 08:02:01 UTC 2026","passed","Sat May 16 08:02:01 UTC 2026","","ReqRes API — Users and Authentication","Retrieve a single user by ID successfully",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","728","User cannot log in with empty username","","Sat May 16 08:02:27 UTC 2026","passed","Sat May 16 08:02:27 UTC 2026","","Login functionality","User cannot log in with empty username",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1097","User can log in after correcting invalid credentials","","Sat May 16 08:02:36 UTC 2026","passed","Sat May 16 08:02:37 UTC 2026","","Login functionality","User can log in after correcting invalid credentials",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","800","Error message is displayed when both fields are empty","","Sat May 16 08:02:35 UTC 2026","passed","Sat May 16 08:02:36 UTC 2026","","Login functionality","Error message is displayed when both fields are empty",""
"  As a logged in user
  I want to browse and interact with the product inventory
  So that I can find and add products to my cart","906","Products can be sorted alphabetically ascending","","Sat May 16 08:02:19 UTC 2026","passed","Sat May 16 08:02:20 UTC 2026","","Inventory page functionality","Products can be sorted alphabetically ascending",""
