"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a logged in user
  I want to manage items in my shopping cart
  So that I can review and proceed to purchase","1059","User can remove a product from the cart","","Tue Apr 28 08:24:15 UTC 2026","passed","Tue Apr 28 08:24:16 UTC 2026","","Cart functionality","User can remove a product from the cart",""
"  As a logged in user with items in my cart
  I want to complete the checkout process
  So that I can place an order","1213","User can navigate back to products after completing order","","Tue Apr 28 08:24:25 UTC 2026","passed","Tue Apr 28 08:24:26 UTC 2026","","Checkout functionality","User can navigate back to products after completing order",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","791","Error message is displayed when both fields are empty","","Tue Apr 28 08:24:44 UTC 2026","passed","Tue Apr 28 08:24:45 UTC 2026","","Login functionality","Error message is displayed when both fields are empty",""
"  As a logged in user
  I want to browse and interact with the product inventory
  So that I can find and add products to my cart","869","Inventory page displays correct number of products","","Tue Apr 28 08:24:26 UTC 2026","passed","Tue Apr 28 08:24:27 UTC 2026","","Inventory page functionality","Inventory page displays correct number of products",""
"","321","Delete a user successfully","","Tue Apr 28 08:24:08 UTC 2026","passed","Tue Apr 28 08:24:09 UTC 2026","","ReqRes API — Users and Authentication","Delete a user successfully",""
"  As a logged in user
  I want to manage items in my shopping cart
  So that I can review and proceed to purchase","3228","User can navigate to the cart","","Tue Apr 28 08:24:10 UTC 2026","passed","Tue Apr 28 08:24:13 UTC 2026","","Cart functionality","User can navigate to the cart",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","900","Problem user can log in successfully","","Tue Apr 28 08:24:37 UTC 2026","passed","Tue Apr 28 08:24:38 UTC 2026","","Login functionality","Problem user can log in successfully",""
"  As a logged in user with items in my cart
  I want to complete the checkout process
  So that I can place an order","1147","Checkout shows error when postal code is missing","","Tue Apr 28 08:24:23 UTC 2026","passed","Tue Apr 28 08:24:24 UTC 2026","","Checkout functionality","Checkout shows error when postal code is missing",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","5897","Performance glitch user can log in successfully","","Tue Apr 28 08:24:38 UTC 2026","passed","Tue Apr 28 08:24:44 UTC 2026","","Login functionality","Performance glitch user can log in successfully",""
"  As a logged in user
  I want to browse and interact with the product inventory
  So that I can find and add products to my cart","957","Products can be sorted by price low to high","","Tue Apr 28 08:24:29 UTC 2026","passed","Tue Apr 28 08:24:30 UTC 2026","","Inventory page functionality","Products can be sorted by price low to high",""
