"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","741","Locked out user cannot log in","","2026-07-18","passed","2026-07-18","","Login functionality","Locked out user cannot log in",""
"  As a logged in user with items in my cart
  I want to complete the checkout process
  So that I can place an order","921","Checkout page is displayed after proceeding from cart","","2026-07-18","passed","2026-07-18","","Checkout functionality","Checkout page is displayed after proceeding from cart",""
"","317","Delete a user successfully","","2026-07-18","passed","2026-07-18","","ReqRes API — Users and Authentication","Delete a user successfully",""
"  As a logged in user
  I want to browse and interact with the product inventory
  So that I can find and add products to my cart","767","Inventory page displays correct number of products","","2026-07-18","passed","2026-07-18","","Inventory page functionality","Inventory page displays correct number of products",""
"","502","Retrieve second page of users successfully","","2026-07-18","passed","2026-07-18","","ReqRes API — Users and Authentication","Retrieve second page of users successfully",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","803","Standard user can log in successfully","","2026-07-18","passed","2026-07-18","","Login functionality","Standard user can log in successfully",""
"  As a logged in user
  I want to browse and interact with the product inventory
  So that I can find and add products to my cart","819","Products can be sorted alphabetically descending","","2026-07-18","passed","2026-07-18","","Inventory page functionality","Products can be sorted alphabetically descending",""
"  As a logged in user
  I want to browse and interact with the product inventory
  So that I can find and add products to my cart","839","Products can be sorted by price high to low","","2026-07-18","passed","2026-07-18","","Inventory page functionality","Products can be sorted by price high to low",""
"  As a logged in user with items in my cart
  I want to complete the checkout process
  So that I can place an order","1060","Overview page displays correct order summary","","2026-07-18","passed","2026-07-18","","Checkout functionality","Overview page displays correct order summary",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","698","Error message is displayed when both fields are empty","","2026-07-18","passed","2026-07-18","","Login functionality","Error message is displayed when both fields are empty",""
"","3839","Retrieve first page of users successfully","","2026-07-18","passed","2026-07-18","","ReqRes API — Users and Authentication","Retrieve first page of users successfully",""
"","199","Successful login returns a token","","2026-07-18","passed","2026-07-18","","ReqRes API — Users and Authentication","Successful login returns a token",""
"  As a logged in user
  I want to browse and interact with the product inventory
  So that I can find and add products to my cart","888","Adding multiple products updates the cart badge count","","2026-07-18","passed","2026-07-18","","Inventory page functionality","Adding multiple products updates the cart badge count",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","717","User cannot log in with empty password","","2026-07-18","passed","2026-07-18","","Login functionality","User cannot log in with empty password",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","945","User can log in after correcting invalid credentials","","2026-07-18","passed","2026-07-18","","Login functionality","User can log in after correcting invalid credentials",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","5782","Performance glitch user can log in successfully","","2026-07-18","passed","2026-07-18","","Login functionality","Performance glitch user can log in successfully",""
"  As a logged in user with items in my cart
  I want to complete the checkout process
  So that I can place an order","1030","Checkout shows error when last name is missing","","2026-07-18","passed","2026-07-18","","Checkout functionality","Checkout shows error when last name is missing",""
"  As a logged in user
  I want to browse and interact with the product inventory
  So that I can find and add products to my cart","845","Adding a product updates the cart badge","","2026-07-18","passed","2026-07-18","","Inventory page functionality","Adding a product updates the cart badge",""
"  As a logged in user
  I want to manage items in my shopping cart
  So that I can review and proceed to purchase","994","User can continue shopping from cart","","2026-07-18","passed","2026-07-18","","Cart functionality","User can continue shopping from cart",""
"  As a logged in user
  I want to browse and interact with the product inventory
  So that I can find and add products to my cart","824","Products can be sorted by price low to high","","2026-07-18","passed","2026-07-18","","Inventory page functionality","Products can be sorted by price low to high",""
"  As a logged in user
  I want to browse and interact with the product inventory
  So that I can find and add products to my cart","831","Products can be sorted alphabetically ascending","","2026-07-18","passed","2026-07-18","","Inventory page functionality","Products can be sorted alphabetically ascending",""
"","185","Login without password returns 400 with error message","","2026-07-18","passed","2026-07-18","","ReqRes API — Users and Authentication","Login without password returns 400 with error message",""
"","349","Create a user with different attributes","","2026-07-18","passed","2026-07-18","","ReqRes API — Users and Authentication","Create a user with different attributes",""
"  As a logged in user
  I want to manage items in my shopping cart
  So that I can review and proceed to purchase","936","Multiple products appear in cart","","2026-07-18","passed","2026-07-18","","Cart functionality","Multiple products appear in cart",""
"","190","Successful registration returns an ID and token","","2026-07-18","passed","2026-07-18","","ReqRes API — Users and Authentication","Successful registration returns an ID and token",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","779","Standard user lands on inventory page after login","","2026-07-18","passed","2026-07-18","","Login functionality","Standard user lands on inventory page after login",""
"","326","Request a user that does not exist returns 404","","2026-07-18","passed","2026-07-18","","ReqRes API — Users and Authentication","Request a user that does not exist returns 404",""
"  As a logged in user
  I want to manage items in my shopping cart
  So that I can review and proceed to purchase","887","Cart displays checkout button","","2026-07-18","passed","2026-07-18","","Cart functionality","Cart displays checkout button",""
"","381","Retrieve a single user by ID successfully","","2026-07-18","passed","2026-07-18","","ReqRes API — Users and Authentication","Retrieve a single user by ID successfully",""
