"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","906","Standard user lands on inventory page after login","","Sat May 02 07:42:24 UTC 2026","passed","Sat May 02 07:42:25 UTC 2026","","Login functionality","Standard user lands on inventory page after login",""
"  As a logged in user
  I want to manage items in my shopping cart
  So that I can review and proceed to purchase","1008","Cart displays checkout button","","Sat May 02 07:42:07 UTC 2026","passed","Sat May 02 07:42:08 UTC 2026","","Cart functionality","Cart displays checkout button",""
"","205","Request a user that does not exist returns 404","","Sat May 02 07:41:59 UTC 2026","passed","Sat May 02 07:42:00 UTC 2026","","ReqRes API — Users and Authentication","Request a user that does not exist returns 404",""
"","279","Retrieve a single user by ID successfully","","Sat May 02 07:41:59 UTC 2026","passed","Sat May 02 07:41:59 UTC 2026","","ReqRes API — Users and Authentication","Retrieve a single user by ID successfully",""
"","141","Delete a user successfully","","Sat May 02 07:42:00 UTC 2026","passed","Sat May 02 07:42:00 UTC 2026","","ReqRes API — Users and Authentication","Delete a user successfully",""
"  As a logged in user with items in my cart
  I want to complete the checkout process
  So that I can place an order","1252","User can navigate back to products after completing order","","Sat May 02 07:42:16 UTC 2026","passed","Sat May 02 07:42:17 UTC 2026","","Checkout functionality","User can navigate back to products after completing order",""
"  As a logged in user with items in my cart
  I want to complete the checkout process
  So that I can place an order","1029","Checkout page is displayed after proceeding from cart","","Sat May 02 07:42:09 UTC 2026","passed","Sat May 02 07:42:10 UTC 2026","","Checkout functionality","Checkout page is displayed after proceeding from cart",""
"","218","Successful registration returns an ID and token","","Sat May 02 07:42:01 UTC 2026","passed","Sat May 02 07:42:01 UTC 2026","","ReqRes API — Users and Authentication","Successful registration returns an ID and token",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1024","User can log in after correcting invalid credentials","","Sat May 02 07:42:35 UTC 2026","passed","Sat May 02 07:42:36 UTC 2026","","Login functionality","User can log in after correcting invalid credentials",""
"  As a logged in user
  I want to manage items in my shopping cart
  So that I can review and proceed to purchase","1058","User can continue shopping from cart","","Sat May 02 07:42:08 UTC 2026","passed","Sat May 02 07:42:09 UTC 2026","","Cart functionality","User can continue shopping from cart",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","711","Error message is displayed when both fields are empty","","Sat May 02 07:42:34 UTC 2026","passed","Sat May 02 07:42:35 UTC 2026","","Login functionality","Error message is displayed when both fields are empty",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","758","User cannot log in with empty username","","Sat May 02 07:42:26 UTC 2026","passed","Sat May 02 07:42:27 UTC 2026","","Login functionality","User cannot log in with empty username",""
"","212","Successful login returns a token","","Sat May 02 07:42:00 UTC 2026","passed","Sat May 02 07:42:01 UTC 2026","","ReqRes API — Users and Authentication","Successful login returns a token",""
"  As a logged in user with items in my cart
  I want to complete the checkout process
  So that I can place an order","1100","Checkout shows error when first name is missing","","Sat May 02 07:42:11 UTC 2026","passed","Sat May 02 07:42:12 UTC 2026","","Checkout functionality","Checkout shows error when first name is missing",""
"  As a logged in user
  I want to browse and interact with the product inventory
  So that I can find and add products to my cart","859","Inventory page displays correct number of products","","Sat May 02 07:42:17 UTC 2026","passed","Sat May 02 07:42:18 UTC 2026","","Inventory page functionality","Inventory page displays correct number of products",""
"  As a logged in user
  I want to manage items in my shopping cart
  So that I can review and proceed to purchase","1109","Multiple products appear in cart","","Sat May 02 07:42:05 UTC 2026","passed","Sat May 02 07:42:06 UTC 2026","","Cart functionality","Multiple products appear in cart",""
