"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","726","User cannot log in with empty password","","2026-08-02","passed","2026-08-02","","Login functionality","User cannot log in with empty password",""
"  As a logged in user
  I want to browse and interact with the product inventory
  So that I can find and add products to my cart","780","Inventory page displays correct number of products","","2026-08-02","passed","2026-08-02","","Inventory page functionality","Inventory page displays correct number of products",""
"  As a logged in user
  I want to browse and interact with the product inventory
  So that I can find and add products to my cart","853","Products can be sorted by price low to high","","2026-08-02","passed","2026-08-02","","Inventory page functionality","Products can be sorted by price low to high",""
"  As a logged in user
  I want to manage items in my shopping cart
  So that I can review and proceed to purchase","942","User can continue shopping from cart","","2026-08-02","passed","2026-08-02","","Cart functionality","User can continue shopping from cart",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","953","User can log in after correcting invalid credentials","","2026-08-02","passed","2026-08-02","","Login functionality","User can log in after correcting invalid credentials",""
"  As a logged in user with items in my cart
  I want to complete the checkout process
  So that I can place an order","1023","Checkout shows error when last name is missing","","2026-08-02","passed","2026-08-02","","Checkout functionality","Checkout shows error when last name is missing",""
"","327","Successful login returns a token","","2026-08-02","passed","2026-08-02","","ReqRes API — Users and Authentication","Successful login returns a token",""
"","397","Retrieve a single user by ID successfully","","2026-08-02","passed","2026-08-02","","ReqRes API — Users and Authentication","Retrieve a single user by ID successfully",""
"  As a logged in user
  I want to manage items in my shopping cart
  So that I can review and proceed to purchase","2475","User can navigate to the cart","","2026-08-02","passed","2026-08-02","","Cart functionality","User can navigate to the cart",""
"  As a logged in user with items in my cart
  I want to complete the checkout process
  So that I can place an order","1046","Checkout shows error when postal code is missing","","2026-08-02","passed","2026-08-02","","Checkout functionality","Checkout shows error when postal code is missing",""
"  As a logged in user
  I want to browse and interact with the product inventory
  So that I can find and add products to my cart","877","Adding a product updates the cart badge","","2026-08-02","passed","2026-08-02","","Inventory page functionality","Adding a product updates the cart badge",""
"  As a logged in user
  I want to manage items in my shopping cart
  So that I can review and proceed to purchase","947","Added product appears in cart","","2026-08-02","passed","2026-08-02","","Cart functionality","Added product appears in cart",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","701","User cannot log in with empty username","","2026-08-02","passed","2026-08-02","","Login functionality","User cannot log in with empty username",""
"  As a logged in user
  I want to manage items in my shopping cart
  So that I can review and proceed to purchase","1000","Multiple products appear in cart","","2026-08-02","passed","2026-08-02","","Cart functionality","Multiple products appear in cart",""
"","317","Delete a user successfully","","2026-08-02","passed","2026-08-02","","ReqRes API — Users and Authentication","Delete a user successfully",""
