"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a logged in user
  I want to browse and interact with the product inventory
  So that I can find and add products to my cart","838","Inventory page displays correct number of products","","2026-06-02","passed","2026-06-02","","Inventory page functionality","Inventory page displays correct number of products",""
"  As a logged in user
  I want to browse and interact with the product inventory
  So that I can find and add products to my cart","899","Products can be sorted alphabetically descending","","2026-06-02","passed","2026-06-02","","Inventory page functionality","Products can be sorted alphabetically descending",""
"","359","Create a user with different attributes","","2026-06-02","passed","2026-06-02","","ReqRes API — Users and Authentication","Create a user with different attributes",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","759","User cannot log in with empty password","","2026-06-02","passed","2026-06-02","","Login functionality","User cannot log in with empty password",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","779","Locked out user cannot log in","","2026-06-02","passed","2026-06-02","","Login functionality","Locked out user cannot log in",""
"","236","Retrieve second page of users successfully","","2026-06-02","passed","2026-06-02","","ReqRes API — Users and Authentication","Retrieve second page of users successfully",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","842","Problem user can log in successfully","","2026-06-02","passed","2026-06-02","","Login functionality","Problem user can log in successfully",""
"","203","Successful registration returns an ID and token","","2026-06-02","passed","2026-06-02","","ReqRes API — Users and Authentication","Successful registration returns an ID and token",""
"","325","Request a user that does not exist returns 404","","2026-06-02","passed","2026-06-02","","ReqRes API — Users and Authentication","Request a user that does not exist returns 404",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","868","Standard user can log in successfully","","2026-06-02","passed","2026-06-02","","Login functionality","Standard user can log in successfully",""
"  As a logged in user with items in my cart
  I want to complete the checkout process
  So that I can place an order","1161","User can complete a full checkout","","2026-06-02","passed","2026-06-02","","Checkout functionality","User can complete a full checkout",""
"","3734","Retrieve first page of users successfully","","2026-06-02","passed","2026-06-02","","ReqRes API — Users and Authentication","Retrieve first page of users successfully",""
"  As a logged in user with items in my cart
  I want to complete the checkout process
  So that I can place an order","1094","Checkout shows error when postal code is missing","","2026-06-02","passed","2026-06-02","","Checkout functionality","Checkout shows error when postal code is missing",""
"  As a logged in user
  I want to manage items in my shopping cart
  So that I can review and proceed to purchase","1053","User can continue shopping from cart","","2026-06-02","passed","2026-06-02","","Cart functionality","User can continue shopping from cart",""
"","374","Create a new user successfully","","2026-06-02","passed","2026-06-02","","ReqRes API — Users and Authentication","Create a new user successfully",""
"","191","Successful login returns a token","","2026-06-02","passed","2026-06-02","","ReqRes API — Users and Authentication","Successful login returns a token",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","720","Error message is displayed when both fields are empty","","2026-06-02","passed","2026-06-02","","Login functionality","Error message is displayed when both fields are empty",""
