"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a logged in user
  I want to manage items in my shopping cart
  So that I can review and proceed to purchase","2637","User can navigate to the cart","","2026-07-21","passed","2026-07-21","","Cart functionality","User can navigate to the cart",""
"","311","Create a new user successfully","","2026-07-21","passed","2026-07-21","","ReqRes API — Users and Authentication","Create a new user successfully",""
"","198","Update an existing user successfully","","2026-07-21","passed","2026-07-21","","ReqRes API — Users and Authentication","Update an existing user successfully",""
"  As a logged in user
  I want to browse and interact with the product inventory
  So that I can find and add products to my cart","887","Products can be sorted by price low to high","","2026-07-21","passed","2026-07-21","","Inventory page functionality","Products can be sorted by price low to high",""
"","309","Retrieve second page of users successfully","","2026-07-21","passed","2026-07-21","","ReqRes API — Users and Authentication","Retrieve second page of users successfully",""
"","179","Successful registration returns an ID and token","","2026-07-21","passed","2026-07-21","","ReqRes API — Users and Authentication","Successful registration returns an ID and token",""
"  As a logged in user with items in my cart
  I want to complete the checkout process
  So that I can place an order","1059","Checkout shows error when first name is missing","","2026-07-21","passed","2026-07-21","","Checkout functionality","Checkout shows error when first name is missing",""
"  As a logged in user
  I want to manage items in my shopping cart
  So that I can review and proceed to purchase","1028","Multiple products appear in cart","","2026-07-21","passed","2026-07-21","","Cart functionality","Multiple products appear in cart",""
"  As a logged in user
  I want to browse and interact with the product inventory
  So that I can find and add products to my cart","828","Inventory page displays correct number of products","","2026-07-21","passed","2026-07-21","","Inventory page functionality","Inventory page displays correct number of products",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","889","Standard user lands on inventory page after login","","2026-07-21","passed","2026-07-21","","Login functionality","Standard user lands on inventory page after login",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","728","Error message is displayed when both fields are empty","","2026-07-21","passed","2026-07-21","","Login functionality","Error message is displayed when both fields are empty",""
"  As a logged in user
  I want to manage items in my shopping cart
  So that I can review and proceed to purchase","972","Cart displays checkout button","","2026-07-21","passed","2026-07-21","","Cart functionality","Cart displays checkout button",""
"","3588","Retrieve first page of users successfully","","2026-07-21","passed","2026-07-21","","ReqRes API — Users and Authentication","Retrieve first page of users successfully",""
"","171","Login without password returns 400 with error message","","2026-07-21","passed","2026-07-21","","ReqRes API — Users and Authentication","Login without password returns 400 with error message",""
"  As a logged in user
  I want to browse and interact with the product inventory
  So that I can find and add products to my cart","936","Products can be sorted alphabetically ascending","","2026-07-21","passed","2026-07-21","","Inventory page functionality","Products can be sorted alphabetically ascending",""
"  As a logged in user
  I want to browse and interact with the product inventory
  So that I can find and add products to my cart","914","Products can be sorted by price high to low","","2026-07-21","passed","2026-07-21","","Inventory page functionality","Products can be sorted by price high to low",""
