"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a logged in user
  I want to browse and interact with the product inventory
  So that I can find and add products to my cart","915","Products can be sorted alphabetically descending","","Tue May 05 08:07:28 UTC 2026","passed","Tue May 05 08:07:29 UTC 2026","","Inventory page functionality","Products can be sorted alphabetically descending",""
"  As a logged in user with items in my cart
  I want to complete the checkout process
  So that I can place an order","1184","User can complete a full checkout","","Tue May 05 08:07:20 UTC 2026","passed","Tue May 05 08:07:21 UTC 2026","","Checkout functionality","User can complete a full checkout",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1109","User can log in after correcting invalid credentials","","Tue May 05 08:07:45 UTC 2026","passed","Tue May 05 08:07:46 UTC 2026","","Login functionality","User can log in after correcting invalid credentials",""
"","329","Delete a user successfully","","Tue May 05 08:07:10 UTC 2026","passed","Tue May 05 08:07:11 UTC 2026","","ReqRes API — Users and Authentication","Delete a user successfully",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","871","Standard user lands on inventory page after login","","Tue May 05 08:07:34 UTC 2026","passed","Tue May 05 08:07:35 UTC 2026","","Login functionality","Standard user lands on inventory page after login",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","788","User cannot log in with empty password","","Tue May 05 08:07:36 UTC 2026","passed","Tue May 05 08:07:37 UTC 2026","","Login functionality","User cannot log in with empty password",""
"  As a logged in user
  I want to manage items in my shopping cart
  So that I can review and proceed to purchase","2503","User can navigate to the cart","","Tue May 05 08:07:11 UTC 2026","passed","Tue May 05 08:07:14 UTC 2026","","Cart functionality","User can navigate to the cart",""
"","375","Create a new user successfully","","Tue May 05 08:07:09 UTC 2026","passed","Tue May 05 08:07:10 UTC 2026","","ReqRes API — Users and Authentication","Create a new user successfully",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","810","Locked out user cannot log in","","Tue May 05 08:07:35 UTC 2026","passed","Tue May 05 08:07:36 UTC 2026","","Login functionality","Locked out user cannot log in",""
"  As a logged in user with items in my cart
  I want to complete the checkout process
  So that I can place an order","1124","Overview page displays correct order summary","","Tue May 05 08:07:24 UTC 2026","passed","Tue May 05 08:07:25 UTC 2026","","Checkout functionality","Overview page displays correct order summary",""
"  As a logged in user with items in my cart
  I want to complete the checkout process
  So that I can place an order","1010","Checkout page is displayed after proceeding from cart","","Tue May 05 08:07:19 UTC 2026","passed","Tue May 05 08:07:20 UTC 2026","","Checkout functionality","Checkout page is displayed after proceeding from cart",""
"  As a logged in user
  I want to browse and interact with the product inventory
  So that I can find and add products to my cart","926","Products can be sorted alphabetically ascending","","Tue May 05 08:07:28 UTC 2026","passed","Tue May 05 08:07:28 UTC 2026","","Inventory page functionality","Products can be sorted alphabetically ascending",""
"  As a logged in user
  I want to manage items in my shopping cart
  So that I can review and proceed to purchase","941","Cart displays checkout button","","Tue May 05 08:07:17 UTC 2026","passed","Tue May 05 08:07:18 UTC 2026","","Cart functionality","Cart displays checkout button",""
"  As a logged in user
  I want to browse and interact with the product inventory
  So that I can find and add products to my cart","916","Adding a product updates the cart badge","","Tue May 05 08:07:31 UTC 2026","passed","Tue May 05 08:07:32 UTC 2026","","Inventory page functionality","Adding a product updates the cart badge",""
"  As a logged in user with items in my cart
  I want to complete the checkout process
  So that I can place an order","1082","Checkout shows error when first name is missing","","Tue May 05 08:07:21 UTC 2026","passed","Tue May 05 08:07:22 UTC 2026","","Checkout functionality","Checkout shows error when first name is missing",""
"  As a logged in user
  I want to browse and interact with the product inventory
  So that I can find and add products to my cart","893","Products can be sorted by price low to high","","Tue May 05 08:07:29 UTC 2026","passed","Tue May 05 08:07:30 UTC 2026","","Inventory page functionality","Products can be sorted by price low to high",""
"  As a logged in user
  I want to manage items in my shopping cart
  So that I can review and proceed to purchase","1034","User can remove a product from the cart","","Tue May 05 08:07:16 UTC 2026","passed","Tue May 05 08:07:17 UTC 2026","","Cart functionality","User can remove a product from the cart",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","851","Problem user can log in successfully","","Tue May 05 08:07:37 UTC 2026","passed","Tue May 05 08:07:38 UTC 2026","","Login functionality","Problem user can log in successfully",""
"","188","Login without password returns 400 with error message","","Tue May 05 08:07:11 UTC 2026","passed","Tue May 05 08:07:11 UTC 2026","","ReqRes API — Users and Authentication","Login without password returns 400 with error message",""
"  As a logged in user
  I want to browse and interact with the product inventory
  So that I can find and add products to my cart","938","Products can be sorted by price high to low","","Tue May 05 08:07:30 UTC 2026","passed","Tue May 05 08:07:31 UTC 2026","","Inventory page functionality","Products can be sorted by price high to low",""
"  As a logged in user
  I want to manage items in my shopping cart
  So that I can review and proceed to purchase","1067","Multiple products appear in cart","","Tue May 05 08:07:15 UTC 2026","passed","Tue May 05 08:07:16 UTC 2026","","Cart functionality","Multiple products appear in cart",""
"","219","Create a user with different attributes","","Tue May 05 08:07:10 UTC 2026","passed","Tue May 05 08:07:10 UTC 2026","","ReqRes API — Users and Authentication","Create a user with different attributes",""
"  As a logged in user
  I want to manage items in my shopping cart
  So that I can review and proceed to purchase","1038","User can continue shopping from cart","","Tue May 05 08:07:18 UTC 2026","passed","Tue May 05 08:07:19 UTC 2026","","Cart functionality","User can continue shopping from cart",""
"","192","Successful login returns a token","","Tue May 05 08:07:11 UTC 2026","passed","Tue May 05 08:07:11 UTC 2026","","ReqRes API — Users and Authentication","Successful login returns a token",""
"  As a logged in user with items in my cart
  I want to complete the checkout process
  So that I can place an order","1084","Checkout shows error when last name is missing","","Tue May 05 08:07:22 UTC 2026","passed","Tue May 05 08:07:23 UTC 2026","","Checkout functionality","Checkout shows error when last name is missing",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","860","Standard user can log in successfully","","Tue May 05 08:07:33 UTC 2026","passed","Tue May 05 08:07:34 UTC 2026","","Login functionality","Standard user can log in successfully",""
"  As a logged in user
  I want to browse and interact with the product inventory
  So that I can find and add products to my cart","984","Adding multiple products updates the cart badge count","","Tue May 05 08:07:32 UTC 2026","passed","Tue May 05 08:07:33 UTC 2026","","Inventory page functionality","Adding multiple products updates the cart badge count",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","798","Error message is displayed when both fields are empty","","Tue May 05 08:07:44 UTC 2026","passed","Tue May 05 08:07:45 UTC 2026","","Login functionality","Error message is displayed when both fields are empty",""
"  As a logged in user
  I want to manage items in my shopping cart
  So that I can review and proceed to purchase","1007","Added product appears in cart","","Tue May 05 08:07:14 UTC 2026","passed","Tue May 05 08:07:15 UTC 2026","","Cart functionality","Added product appears in cart",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","728","User cannot log in with empty username","","Tue May 05 08:07:36 UTC 2026","passed","Tue May 05 08:07:36 UTC 2026","","Login functionality","User cannot log in with empty username",""
"","199","Successful registration returns an ID and token","","Tue May 05 08:07:11 UTC 2026","passed","Tue May 05 08:07:11 UTC 2026","","ReqRes API — Users and Authentication","Successful registration returns an ID and token",""
"","231","Retrieve second page of users successfully","","Tue May 05 08:07:09 UTC 2026","passed","Tue May 05 08:07:09 UTC 2026","","ReqRes API — Users and Authentication","Retrieve second page of users successfully",""
"  As a logged in user with items in my cart
  I want to complete the checkout process
  So that I can place an order","1135","Checkout shows error when postal code is missing","","Tue May 05 08:07:23 UTC 2026","passed","Tue May 05 08:07:24 UTC 2026","","Checkout functionality","Checkout shows error when postal code is missing",""
"","352","Update an existing user successfully","","Tue May 05 08:07:10 UTC 2026","passed","Tue May 05 08:07:10 UTC 2026","","ReqRes API — Users and Authentication","Update an existing user successfully",""
"","124","Retrieve a single user by ID successfully","","Tue May 05 08:07:09 UTC 2026","passed","Tue May 05 08:07:09 UTC 2026","","ReqRes API — Users and Authentication","Retrieve a single user by ID successfully",""
"  As a logged in user
  I want to browse and interact with the product inventory
  So that I can find and add products to my cart","854","Inventory page displays correct number of products","","Tue May 05 08:07:27 UTC 2026","passed","Tue May 05 08:07:28 UTC 2026","","Inventory page functionality","Inventory page displays correct number of products",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","5880","Performance glitch user can log in successfully","","Tue May 05 08:07:38 UTC 2026","passed","Tue May 05 08:07:44 UTC 2026","","Login functionality","Performance glitch user can log in successfully",""
"","323","Request a user that does not exist returns 404","","Tue May 05 08:07:09 UTC 2026","passed","Tue May 05 08:07:09 UTC 2026","","ReqRes API — Users and Authentication","Request a user that does not exist returns 404",""
"  As a logged in user with items in my cart
  I want to complete the checkout process
  So that I can place an order","1231","User can navigate back to products after completing order","","Tue May 05 08:07:25 UTC 2026","passed","Tue May 05 08:07:27 UTC 2026","","Checkout functionality","User can navigate back to products after completing order",""
"","3729","Retrieve first page of users successfully","","Tue May 05 08:07:05 UTC 2026","passed","Tue May 05 08:07:08 UTC 2026","","ReqRes API — Users and Authentication","Retrieve first page of users successfully",""
