"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a logged in user
  I want to manage items in my shopping cart
  So that I can review and proceed to purchase","1003","Added product appears in cart","","2026-06-11","passed","2026-06-11","","Cart functionality","Added product appears in cart",""
"  As a logged in user
  I want to manage items in my shopping cart
  So that I can review and proceed to purchase","1070","Multiple products appear in cart","","2026-06-11","passed","2026-06-11","","Cart functionality","Multiple products appear in cart",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","740","User cannot log in with empty username","","2026-06-11","passed","2026-06-11","","Login functionality","User cannot log in with empty username",""
"","200","Delete a user successfully","","2026-06-11","passed","2026-06-11","","ReqRes API — Users and Authentication","Delete a user successfully",""
"  As a logged in user
  I want to manage items in my shopping cart
  So that I can review and proceed to purchase","1032","User can remove a product from the cart","","2026-06-11","passed","2026-06-11","","Cart functionality","User can remove a product from the cart",""
"  As a logged in user with items in my cart
  I want to complete the checkout process
  So that I can place an order","1105","Checkout shows error when first name is missing","","2026-06-11","passed","2026-06-11","","Checkout functionality","Checkout shows error when first name is missing",""
"  As a logged in user
  I want to manage items in my shopping cart
  So that I can review and proceed to purchase","964","Cart displays checkout button","","2026-06-11","passed","2026-06-11","","Cart functionality","Cart displays checkout button",""
"  As a logged in user
  I want to browse and interact with the product inventory
  So that I can find and add products to my cart","834","Inventory page displays correct number of products","","2026-06-11","passed","2026-06-11","","Inventory page functionality","Inventory page displays correct number of products",""
"  As a logged in user
  I want to browse and interact with the product inventory
  So that I can find and add products to my cart","914","Products can be sorted by price low to high","","2026-06-11","passed","2026-06-11","","Inventory page functionality","Products can be sorted by price low to high",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","816","Locked out user cannot log in","","2026-06-11","passed","2026-06-11","","Login functionality","Locked out user cannot log in",""
"  As a logged in user with items in my cart
  I want to complete the checkout process
  So that I can place an order","1104","Checkout shows error when postal code is missing","","2026-06-11","passed","2026-06-11","","Checkout functionality","Checkout shows error when postal code is missing",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","726","Error message is displayed when both fields are empty","","2026-06-11","passed","2026-06-11","","Login functionality","Error message is displayed when both fields are empty",""
"","206","Retrieve a single user by ID successfully","","2026-06-11","passed","2026-06-11","","ReqRes API — Users and Authentication","Retrieve a single user by ID successfully",""
