"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","142","Successful registration returns an ID and token","","Wed May 20 09:29:28 UTC 2026","passed","Wed May 20 09:29:29 UTC 2026","","ReqRes API — Users and Authentication","Successful registration returns an ID and token",""
"  As a logged in user with items in my cart
  I want to complete the checkout process
  So that I can place an order","1042","Checkout shows error when last name is missing","","Wed May 20 09:29:39 UTC 2026","passed","Wed May 20 09:29:40 UTC 2026","","Checkout functionality","Checkout shows error when last name is missing",""
"  As a logged in user
  I want to browse and interact with the product inventory
  So that I can find and add products to my cart","800","Inventory page displays correct number of products","","Wed May 20 09:29:43 UTC 2026","passed","Wed May 20 09:29:44 UTC 2026","","Inventory page functionality","Inventory page displays correct number of products",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","712","User cannot log in with empty username","","Wed May 20 09:29:52 UTC 2026","passed","Wed May 20 09:29:53 UTC 2026","","Login functionality","User cannot log in with empty username",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","797","Problem user can log in successfully","","Wed May 20 09:29:53 UTC 2026","passed","Wed May 20 09:29:54 UTC 2026","","Login functionality","Problem user can log in successfully",""
"","234","Create a user with different attributes","","Wed May 20 09:29:28 UTC 2026","passed","Wed May 20 09:29:28 UTC 2026","","ReqRes API — Users and Authentication","Create a user with different attributes",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","790","Error message is displayed when both fields are empty","","Wed May 20 09:30:00 UTC 2026","passed","Wed May 20 09:30:01 UTC 2026","","Login functionality","Error message is displayed when both fields are empty",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","844","Standard user can log in successfully","","Wed May 20 09:29:49 UTC 2026","passed","Wed May 20 09:29:50 UTC 2026","","Login functionality","Standard user can log in successfully",""
"  As a logged in user
  I want to browse and interact with the product inventory
  So that I can find and add products to my cart","868","Products can be sorted by price low to high","","Wed May 20 09:29:46 UTC 2026","passed","Wed May 20 09:29:47 UTC 2026","","Inventory page functionality","Products can be sorted by price low to high",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1078","User can log in after correcting invalid credentials","","Wed May 20 09:30:01 UTC 2026","passed","Wed May 20 09:30:02 UTC 2026","","Login functionality","User can log in after correcting invalid credentials",""
"  As a logged in user
  I want to browse and interact with the product inventory
  So that I can find and add products to my cart","900","Adding multiple products updates the cart badge count","","Wed May 20 09:29:49 UTC 2026","passed","Wed May 20 09:29:49 UTC 2026","","Inventory page functionality","Adding multiple products updates the cart badge count",""
"  As a logged in user with items in my cart
  I want to complete the checkout process
  So that I can place an order","1095","Checkout shows error when postal code is missing","","Wed May 20 09:29:40 UTC 2026","passed","Wed May 20 09:29:41 UTC 2026","","Checkout functionality","Checkout shows error when postal code is missing",""
"  As a logged in user with items in my cart
  I want to complete the checkout process
  So that I can place an order","1115","User can complete a full checkout","","Wed May 20 09:29:37 UTC 2026","passed","Wed May 20 09:29:38 UTC 2026","","Checkout functionality","User can complete a full checkout",""
"","204","Request a user that does not exist returns 404","","Wed May 20 09:29:27 UTC 2026","passed","Wed May 20 09:29:27 UTC 2026","","ReqRes API — Users and Authentication","Request a user that does not exist returns 404",""
