"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a logged in user with items in my cart
  I want to complete the checkout process
  So that I can place an order","1143","User can complete a full checkout","","2026-08-05","passed","2026-08-05","","Checkout functionality","User can complete a full checkout",""
"","384","Create a new user successfully","","2026-08-05","passed","2026-08-05","","ReqRes API — Users and Authentication","Create a new user successfully",""
"  As a logged in user
  I want to browse and interact with the product inventory
  So that I can find and add products to my cart","845","Products can be sorted alphabetically descending","","2026-08-05","passed","2026-08-05","","Inventory page functionality","Products can be sorted alphabetically descending",""
"","355","Request a user that does not exist returns 404","","2026-08-05","passed","2026-08-05","","ReqRes API — Users and Authentication","Request a user that does not exist returns 404",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","802","Standard user can log in successfully","","2026-08-05","passed","2026-08-05","","Login functionality","Standard user can log in successfully",""
"","340","Successful login returns a token","","2026-08-05","passed","2026-08-05","","ReqRes API — Users and Authentication","Successful login returns a token",""
"  As a logged in user
  I want to manage items in my shopping cart
  So that I can review and proceed to purchase","974","User can remove a product from the cart","","2026-08-05","passed","2026-08-05","","Cart functionality","User can remove a product from the cart",""
"  As a logged in user with items in my cart
  I want to complete the checkout process
  So that I can place an order","1146","User can navigate back to products after completing order","","2026-08-05","passed","2026-08-05","","Checkout functionality","User can navigate back to products after completing order",""
"","401","Retrieve a single user by ID successfully","","2026-08-05","passed","2026-08-05","","ReqRes API — Users and Authentication","Retrieve a single user by ID successfully",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","753","Locked out user cannot log in","","2026-08-05","passed","2026-08-05","","Login functionality","Locked out user cannot log in",""
"  As a logged in user
  I want to manage items in my shopping cart
  So that I can review and proceed to purchase","941","User can continue shopping from cart","","2026-08-05","passed","2026-08-05","","Cart functionality","User can continue shopping from cart",""
"  As a logged in user
  I want to manage items in my shopping cart
  So that I can review and proceed to purchase","910","Added product appears in cart","","2026-08-05","passed","2026-08-05","","Cart functionality","Added product appears in cart",""
"  As a logged in user
  I want to browse and interact with the product inventory
  So that I can find and add products to my cart","931","Adding multiple products updates the cart badge count","","2026-08-05","passed","2026-08-05","","Inventory page functionality","Adding multiple products updates the cart badge count",""
