"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a logged in user
  I want to browse and interact with the product inventory
  So that I can find and add products to my cart","969","Adding multiple products updates the cart badge count","","2026-08-14","passed","2026-08-14","","Inventory page functionality","Adding multiple products updates the cart badge count",""
"","199","Successful login returns a token","","2026-08-14","passed","2026-08-14","","ReqRes API — Users and Authentication","Successful login returns a token",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","729","User cannot log in with empty username","","2026-08-14","passed","2026-08-14","","Login functionality","User cannot log in with empty username",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","815","Problem user can log in successfully","","2026-08-14","passed","2026-08-14","","Login functionality","Problem user can log in successfully",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","770","Locked out user cannot log in","","2026-08-14","passed","2026-08-14","","Login functionality","Locked out user cannot log in",""
"  As a logged in user with items in my cart
  I want to complete the checkout process
  So that I can place an order","1091","Checkout shows error when last name is missing","","2026-08-14","passed","2026-08-14","","Checkout functionality","Checkout shows error when last name is missing",""
"","195","Delete a user successfully","","2026-08-14","passed","2026-08-14","","ReqRes API — Users and Authentication","Delete a user successfully",""
"  As a logged in user
  I want to browse and interact with the product inventory
  So that I can find and add products to my cart","916","Products can be sorted by price low to high","","2026-08-14","passed","2026-08-14","","Inventory page functionality","Products can be sorted by price low to high",""
"  As a logged in user
  I want to manage items in my shopping cart
  So that I can review and proceed to purchase","2581","User can navigate to the cart","","2026-08-14","passed","2026-08-14","","Cart functionality","User can navigate to the cart",""
"  As a logged in user
  I want to browse and interact with the product inventory
  So that I can find and add products to my cart","870","Products can be sorted alphabetically ascending","","2026-08-14","passed","2026-08-14","","Inventory page functionality","Products can be sorted alphabetically ascending",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","852","Standard user can log in successfully","","2026-08-14","passed","2026-08-14","","Login functionality","Standard user can log in successfully",""
"","209","Login without password returns 400 with error message","","2026-08-14","passed","2026-08-14","","ReqRes API — Users and Authentication","Login without password returns 400 with error message",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","5843","Performance glitch user can log in successfully","","2026-08-14","passed","2026-08-14","","Login functionality","Performance glitch user can log in successfully",""
"  As a logged in user with items in my cart
  I want to complete the checkout process
  So that I can place an order","1104","Checkout shows error when postal code is missing","","2026-08-14","passed","2026-08-14","","Checkout functionality","Checkout shows error when postal code is missing",""
"  As a logged in user
  I want to browse and interact with the product inventory
  So that I can find and add products to my cart","833","Inventory page displays correct number of products","","2026-08-14","passed","2026-08-14","","Inventory page functionality","Inventory page displays correct number of products",""
"  As a logged in user
  I want to manage items in my shopping cart
  So that I can review and proceed to purchase","1005","Multiple products appear in cart","","2026-08-14","passed","2026-08-14","","Cart functionality","Multiple products appear in cart",""
"","258","Create a new user successfully","","2026-08-14","passed","2026-08-14","","ReqRes API — Users and Authentication","Create a new user successfully",""
"  As a logged in user with items in my cart
  I want to complete the checkout process
  So that I can place an order","1188","User can complete a full checkout","","2026-08-14","passed","2026-08-14","","Checkout functionality","User can complete a full checkout",""
"  As a logged in user
  I want to browse and interact with the product inventory
  So that I can find and add products to my cart","883","Products can be sorted by price high to low","","2026-08-14","passed","2026-08-14","","Inventory page functionality","Products can be sorted by price high to low",""
"  As a logged in user with items in my cart
  I want to complete the checkout process
  So that I can place an order","1097","Overview page displays correct order summary","","2026-08-14","passed","2026-08-14","","Checkout functionality","Overview page displays correct order summary",""
