"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","330","Retrieve second page of users successfully","","2026-08-27","passed","2026-08-27","","ReqRes API — Users and Authentication","Retrieve second page of users successfully",""
"","3462","Retrieve first page of users successfully","","2026-08-27","passed","2026-08-27","","ReqRes API — Users and Authentication","Retrieve first page of users successfully",""
"  As a logged in user with items in my cart
  I want to complete the checkout process
  So that I can place an order","1217","User can navigate back to products after completing order","","2026-08-27","passed","2026-08-27","","Checkout functionality","User can navigate back to products after completing order",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","909","Standard user lands on inventory page after login","","2026-08-27","passed","2026-08-27","","Login functionality","Standard user lands on inventory page after login",""
"  As a logged in user
  I want to browse and interact with the product inventory
  So that I can find and add products to my cart","917","Products can be sorted alphabetically descending","","2026-08-27","passed","2026-08-27","","Inventory page functionality","Products can be sorted alphabetically descending",""
"  As a logged in user
  I want to manage items in my shopping cart
  So that I can review and proceed to purchase","1027","Multiple products appear in cart","","2026-08-27","passed","2026-08-27","","Cart functionality","Multiple products appear in cart",""
"  As a logged in user with items in my cart
  I want to complete the checkout process
  So that I can place an order","1172","Overview page displays correct order summary","","2026-08-27","passed","2026-08-27","","Checkout functionality","Overview page displays correct order summary",""
"  As a logged in user
  I want to manage items in my shopping cart
  So that I can review and proceed to purchase","2594","User can navigate to the cart","","2026-08-27","passed","2026-08-27","","Cart functionality","User can navigate to the cart",""
"  As a logged in user
  I want to browse and interact with the product inventory
  So that I can find and add products to my cart","915","Products can be sorted by price high to low","","2026-08-27","passed","2026-08-27","","Inventory page functionality","Products can be sorted by price high to low",""
"","178","Successful login returns a token","","2026-08-27","passed","2026-08-27","","ReqRes API — Users and Authentication","Successful login returns a token",""
"  As a logged in user with items in my cart
  I want to complete the checkout process
  So that I can place an order","1036","Checkout page is displayed after proceeding from cart","","2026-08-27","passed","2026-08-27","","Checkout functionality","Checkout page is displayed after proceeding from cart",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","876","Standard user can log in successfully","","2026-08-27","passed","2026-08-27","","Login functionality","Standard user can log in successfully",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1075","User cannot log in with empty password","","2026-08-27","passed","2026-08-27","","Login functionality","User cannot log in with empty password",""
"  As a logged in user with items in my cart
  I want to complete the checkout process
  So that I can place an order","1217","User can complete a full checkout","","2026-08-27","passed","2026-08-27","","Checkout functionality","User can complete a full checkout",""
"  As a logged in user with items in my cart
  I want to complete the checkout process
  So that I can place an order","1111","Checkout shows error when postal code is missing","","2026-08-27","passed","2026-08-27","","Checkout functionality","Checkout shows error when postal code is missing",""
"  As a logged in user
  I want to browse and interact with the product inventory
  So that I can find and add products to my cart","844","Inventory page displays correct number of products","","2026-08-27","passed","2026-08-27","","Inventory page functionality","Inventory page displays correct number of products",""
"","209","Update an existing user successfully","","2026-08-27","passed","2026-08-27","","ReqRes API — Users and Authentication","Update an existing user successfully",""
"  As a logged in user
  I want to manage items in my shopping cart
  So that I can review and proceed to purchase","1028","User can continue shopping from cart","","2026-08-27","passed","2026-08-27","","Cart functionality","User can continue shopping from cart",""
"  As a logged in user
  I want to manage items in my shopping cart
  So that I can review and proceed to purchase","945","Cart displays checkout button","","2026-08-27","passed","2026-08-27","","Cart functionality","Cart displays checkout button",""
"  As a logged in user
  I want to browse and interact with the product inventory
  So that I can find and add products to my cart","903","Products can be sorted alphabetically ascending","","2026-08-27","passed","2026-08-27","","Inventory page functionality","Products can be sorted alphabetically ascending",""
"","314","Retrieve a single user by ID successfully","","2026-08-27","passed","2026-08-27","","ReqRes API — Users and Authentication","Retrieve a single user by ID successfully",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1039","User can log in after correcting invalid credentials","","2026-08-27","passed","2026-08-27","","Login functionality","User can log in after correcting invalid credentials",""
"","206","Create a user with different attributes","","2026-08-27","passed","2026-08-27","","ReqRes API — Users and Authentication","Create a user with different attributes",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","829","Locked out user cannot log in","","2026-08-27","passed","2026-08-27","","Login functionality","Locked out user cannot log in",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","972","User cannot log in with empty username","","2026-08-27","passed","2026-08-27","","Login functionality","User cannot log in with empty username",""
"  As a logged in user
  I want to browse and interact with the product inventory
  So that I can find and add products to my cart","987","Adding multiple products updates the cart badge count","","2026-08-27","passed","2026-08-27","","Inventory page functionality","Adding multiple products updates the cart badge count",""
"  As a logged in user with items in my cart
  I want to complete the checkout process
  So that I can place an order","1068","Checkout shows error when first name is missing","","2026-08-27","passed","2026-08-27","","Checkout functionality","Checkout shows error when first name is missing",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","867","Problem user can log in successfully","","2026-08-27","passed","2026-08-27","","Login functionality","Problem user can log in successfully",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","754","Error message is displayed when both fields are empty","","2026-08-27","passed","2026-08-27","","Login functionality","Error message is displayed when both fields are empty",""
"","257","Create a new user successfully","","2026-08-27","passed","2026-08-27","","ReqRes API — Users and Authentication","Create a new user successfully",""
"  As a logged in user
  I want to manage items in my shopping cart
  So that I can review and proceed to purchase","1000","User can remove a product from the cart","","2026-08-27","passed","2026-08-27","","Cart functionality","User can remove a product from the cart",""
"","186","Successful registration returns an ID and token","","2026-08-27","passed","2026-08-27","","ReqRes API — Users and Authentication","Successful registration returns an ID and token",""
"  As a logged in user
  I want to manage items in my shopping cart
  So that I can review and proceed to purchase","1025","Added product appears in cart","","2026-08-27","passed","2026-08-27","","Cart functionality","Added product appears in cart",""
"","172","Login without password returns 400 with error message","","2026-08-27","passed","2026-08-27","","ReqRes API — Users and Authentication","Login without password returns 400 with error message",""
"  As a logged in user
  I want to browse and interact with the product inventory
  So that I can find and add products to my cart","914","Adding a product updates the cart badge","","2026-08-27","passed","2026-08-27","","Inventory page functionality","Adding a product updates the cart badge",""
