"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a logged in user with items in my cart
  I want to complete the checkout process
  So that I can place an order","1534","User can complete a full checkout","","Sat Apr 25 07:13:44 UTC 2026","passed","Sat Apr 25 07:13:46 UTC 2026","","Checkout functionality","User can complete a full checkout",""
"","327","Successful registration returns an ID and token","","Sat Apr 25 07:13:33 UTC 2026","passed","Sat Apr 25 07:13:33 UTC 2026","","ReqRes API — Users and Authentication","Successful registration returns an ID and token",""
"","279","Retrieve a single user by ID successfully","","Sat Apr 25 07:13:30 UTC 2026","passed","Sat Apr 25 07:13:31 UTC 2026","","ReqRes API — Users and Authentication","Retrieve a single user by ID successfully",""
"  As a logged in user
  I want to browse and interact with the product inventory
  So that I can find and add products to my cart","1246","Products can be sorted by price low to high","","Sat Apr 25 07:13:57 UTC 2026","passed","Sat Apr 25 07:13:58 UTC 2026","","Inventory page functionality","Products can be sorted by price low to high",""
"","317","Login without password returns 400 with error message","","Sat Apr 25 07:13:32 UTC 2026","passed","Sat Apr 25 07:13:33 UTC 2026","","ReqRes API — Users and Authentication","Login without password returns 400 with error message",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1296","Standard user lands on inventory page after login","","Sat Apr 25 07:14:03 UTC 2026","passed","Sat Apr 25 07:14:04 UTC 2026","","Login functionality","Standard user lands on inventory page after login",""
"","328","Delete a user successfully","","Sat Apr 25 07:13:32 UTC 2026","passed","Sat Apr 25 07:13:32 UTC 2026","","ReqRes API — Users and Authentication","Delete a user successfully",""
"  As a logged in user with items in my cart
  I want to complete the checkout process
  So that I can place an order","1565","User can navigate back to products after completing order","","Sat Apr 25 07:13:51 UTC 2026","passed","Sat Apr 25 07:13:53 UTC 2026","","Checkout functionality","User can navigate back to products after completing order",""
"  As a logged in user with items in my cart
  I want to complete the checkout process
  So that I can place an order","1405","Checkout shows error when first name is missing","","Sat Apr 25 07:13:46 UTC 2026","passed","Sat Apr 25 07:13:47 UTC 2026","","Checkout functionality","Checkout shows error when first name is missing",""
"  As a logged in user
  I want to browse and interact with the product inventory
  So that I can find and add products to my cart","1245","Products can be sorted alphabetically ascending","","Sat Apr 25 07:13:54 UTC 2026","passed","Sat Apr 25 07:13:55 UTC 2026","","Inventory page functionality","Products can be sorted alphabetically ascending",""
