"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","815","Standard user can log in successfully","","2026-07-26","passed","2026-07-26","","Login functionality","Standard user can log in successfully",""
"  As a logged in user
  I want to browse and interact with the product inventory
  So that I can find and add products to my cart","835","Products can be sorted by price low to high","","2026-07-26","passed","2026-07-26","","Inventory page functionality","Products can be sorted by price low to high",""
"","242","Create a new user successfully","","2026-07-26","passed","2026-07-26","","ReqRes API — Users and Authentication","Create a new user successfully",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","832","Standard user lands on inventory page after login","","2026-07-26","passed","2026-07-26","","Login functionality","Standard user lands on inventory page after login",""
"","224","Update an existing user successfully","","2026-07-26","passed","2026-07-26","","ReqRes API — Users and Authentication","Update an existing user successfully",""
"  As a logged in user
  I want to manage items in my shopping cart
  So that I can review and proceed to purchase","940","User can continue shopping from cart","","2026-07-26","passed","2026-07-26","","Cart functionality","User can continue shopping from cart",""
"  As a logged in user with items in my cart
  I want to complete the checkout process
  So that I can place an order","1043","Checkout shows error when postal code is missing","","2026-07-26","passed","2026-07-26","","Checkout functionality","Checkout shows error when postal code is missing",""
"","330","Request a user that does not exist returns 404","","2026-07-26","passed","2026-07-26","","ReqRes API — Users and Authentication","Request a user that does not exist returns 404",""
"","208","Successful login returns a token","","2026-07-26","passed","2026-07-26","","ReqRes API — Users and Authentication","Successful login returns a token",""
"","350","Create a user with different attributes","","2026-07-26","passed","2026-07-26","","ReqRes API — Users and Authentication","Create a user with different attributes",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","693","Error message is displayed when both fields are empty","","2026-07-26","passed","2026-07-26","","Login functionality","Error message is displayed when both fields are empty",""
"  As a logged in user with items in my cart
  I want to complete the checkout process
  So that I can place an order","1164","User can navigate back to products after completing order","","2026-07-26","passed","2026-07-26","","Checkout functionality","User can navigate back to products after completing order",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","764","Problem user can log in successfully","","2026-07-26","passed","2026-07-26","","Login functionality","Problem user can log in successfully",""
"  As a logged in user
  I want to browse and interact with the product inventory
  So that I can find and add products to my cart","888","Adding multiple products updates the cart badge count","","2026-07-26","passed","2026-07-26","","Inventory page functionality","Adding multiple products updates the cart badge count",""
"","212","Login without password returns 400 with error message","","2026-07-26","passed","2026-07-26","","ReqRes API — Users and Authentication","Login without password returns 400 with error message",""
"  As a logged in user
  I want to manage items in my shopping cart
  So that I can review and proceed to purchase","2511","User can navigate to the cart","","2026-07-26","passed","2026-07-26","","Cart functionality","User can navigate to the cart",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","744","User cannot log in with empty password","","2026-07-26","passed","2026-07-26","","Login functionality","User cannot log in with empty password",""
"  As a logged in user with items in my cart
  I want to complete the checkout process
  So that I can place an order","1042","Checkout shows error when last name is missing","","2026-07-26","passed","2026-07-26","","Checkout functionality","Checkout shows error when last name is missing",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","5812","Performance glitch user can log in successfully","","2026-07-26","passed","2026-07-26","","Login functionality","Performance glitch user can log in successfully",""
"","195","Delete a user successfully","","2026-07-26","passed","2026-07-26","","ReqRes API — Users and Authentication","Delete a user successfully",""
"  As a logged in user
  I want to manage items in my shopping cart
  So that I can review and proceed to purchase","940","Added product appears in cart","","2026-07-26","passed","2026-07-26","","Cart functionality","Added product appears in cart",""
"  As a logged in user with items in my cart
  I want to complete the checkout process
  So that I can place an order","1029","Overview page displays correct order summary","","2026-07-26","passed","2026-07-26","","Checkout functionality","Overview page displays correct order summary",""
"  As a logged in user
  I want to browse and interact with the product inventory
  So that I can find and add products to my cart","856","Products can be sorted alphabetically descending","","2026-07-26","passed","2026-07-26","","Inventory page functionality","Products can be sorted alphabetically descending",""
"","205","Successful registration returns an ID and token","","2026-07-26","passed","2026-07-26","","ReqRes API — Users and Authentication","Successful registration returns an ID and token",""
"  As a logged in user with items in my cart
  I want to complete the checkout process
  So that I can place an order","937","Checkout page is displayed after proceeding from cart","","2026-07-26","passed","2026-07-26","","Checkout functionality","Checkout page is displayed after proceeding from cart",""
"  As a logged in user
  I want to browse and interact with the product inventory
  So that I can find and add products to my cart","861","Products can be sorted alphabetically ascending","","2026-07-26","passed","2026-07-26","","Inventory page functionality","Products can be sorted alphabetically ascending",""
"","411","Retrieve second page of users successfully","","2026-07-26","passed","2026-07-26","","ReqRes API — Users and Authentication","Retrieve second page of users successfully",""
"  As a logged in user with items in my cart
  I want to complete the checkout process
  So that I can place an order","1186","Checkout shows error when first name is missing","","2026-07-26","passed","2026-07-26","","Checkout functionality","Checkout shows error when first name is missing",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","701","User cannot log in with empty username","","2026-07-26","passed","2026-07-26","","Login functionality","User cannot log in with empty username",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","739","Locked out user cannot log in","","2026-07-26","passed","2026-07-26","","Login functionality","Locked out user cannot log in",""
"  As a logged in user
  I want to browse and interact with the product inventory
  So that I can find and add products to my cart","792","Inventory page displays correct number of products","","2026-07-26","passed","2026-07-26","","Inventory page functionality","Inventory page displays correct number of products",""
"  As a logged in user
  I want to browse and interact with the product inventory
  So that I can find and add products to my cart","835","Products can be sorted by price high to low","","2026-07-26","passed","2026-07-26","","Inventory page functionality","Products can be sorted by price high to low",""
"  As a logged in user with items in my cart
  I want to complete the checkout process
  So that I can place an order","1121","User can complete a full checkout","","2026-07-26","passed","2026-07-26","","Checkout functionality","User can complete a full checkout",""
"","400","Retrieve a single user by ID successfully","","2026-07-26","passed","2026-07-26","","ReqRes API — Users and Authentication","Retrieve a single user by ID successfully",""
"  As a logged in user
  I want to manage items in my shopping cart
  So that I can review and proceed to purchase","919","Cart displays checkout button","","2026-07-26","passed","2026-07-26","","Cart functionality","Cart displays checkout button",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","912","User can log in after correcting invalid credentials","","2026-07-26","passed","2026-07-26","","Login functionality","User can log in after correcting invalid credentials",""
"  As a logged in user
  I want to manage items in my shopping cart
  So that I can review and proceed to purchase","983","Multiple products appear in cart","","2026-07-26","passed","2026-07-26","","Cart functionality","Multiple products appear in cart",""
"  As a logged in user
  I want to browse and interact with the product inventory
  So that I can find and add products to my cart","855","Adding a product updates the cart badge","","2026-07-26","passed","2026-07-26","","Inventory page functionality","Adding a product updates the cart badge",""
"","3589","Retrieve first page of users successfully","","2026-07-26","passed","2026-07-26","","ReqRes API — Users and Authentication","Retrieve first page of users successfully",""
"  As a logged in user
  I want to manage items in my shopping cart
  So that I can review and proceed to purchase","943","User can remove a product from the cart","","2026-07-26","passed","2026-07-26","","Cart functionality","User can remove a product from the cart",""
